elapsed_s,current_a,recorded_duration_s
0.320203,+0.073260,0.320203
0.323168,+0.079121,0.323168
0.326080,+0.073260,0.326080
0.328695,+0.073260,0.328695
0.331157,+0.073260,0.331157
0.334367,+0.067399,0.334367
0.337138,+0.073260,0.337138
0.339717,+0.073260,0.339717
0.342678,+0.073260,0.342678
0.345722,+0.073260,0.345722
0.348467,+0.073260,0.348467
0.350818,+0.067399,0.350818
0.353781,+0.067399,0.353781
0.356834,+0.067399,0.356834
0.359485,+0.067399,0.359485
0.362578,+0.067399,0.362578
0.365372,+0.073260,0.365372
0.368369,+0.067399,0.368369
0.371370,+0.067399,0.371370
0.374508,+0.067399,0.374508
0.377447,+0.067399,0.377447
0.380047,+0.067399,0.380047
0.382972,+0.067399,0.382972
0.385979,+0.061538,0.385979
0.388675,+0.067399,0.388675
0.391035,+0.067399,0.391035
0.394269,+0.067399,0.394269
0.397031,+0.067399,0.397031
0.400096,+0.067399,0.400096
0.403075,+0.067399,0.403075
0.406019,+0.061538,0.406019
0.414668,+0.067399,0.414668
0.417651,+0.067399,0.417651
0.420079,+0.067399,0.420079
0.423108,+0.073260,0.423108
0.426143,+0.067399,0.426143
0.428804,+0.067399,0.428804
0.431136,+0.067399,0.431136
0.434081,+0.067399,0.434081
0.437112,+0.067399,0.437112
0.440388,+0.067399,0.440388
0.443177,+0.061538,0.443177
0.446090,+0.061538,0.446090
0.448632,+0.067399,0.448632
0.451140,+0.067399,0.451140
0.454233,+0.067399,0.454233
0.457381,+0.067399,0.457381
0.460190,+0.067399,0.460190
0.463133,+0.061538,0.463133
0.466155,+0.061538,0.466155
0.468738,+0.061538,0.468738
0.471728,+0.061538,0.471728
0.474710,+0.061538,0.474710
0.477689,+0.067399,0.477689
0.480269,+0.061538,0.480269
0.483241,+0.061538,0.483241
0.486708,+0.055678,0.486708
0.489818,+0.055678,0.489818
0.492822,+0.061538,0.492822
0.495831,+0.061538,0.495831
0.498804,+0.061538,0.498804
0.502261,+0.061538,0.502261
0.504896,+0.055678,0.504896
0.507891,+0.061538,0.507891
0.516668,+0.061538,0.516668
0.519340,+0.061538,0.519340
0.522317,+0.061538,0.522317
0.525259,+0.061538,0.525259
0.528231,+0.061538,0.528231
0.530845,+0.055678,0.530845
0.533957,+0.061538,0.533957
0.536758,+0.061538,0.536758
0.539756,+0.055678,0.539756
0.542747,+0.055678,0.542747
0.545787,+0.061538,0.545787
0.548983,+0.061538,0.548983
0.551847,+0.061538,0.551847
0.554777,+0.061538,0.554777
0.557770,+0.061538,0.557770
0.560845,+0.055678,0.560845
0.563797,+0.055678,0.563797
0.566764,+0.055678,0.566764
0.569307,+0.061538,0.569307
0.572340,+0.055678,0.572340
0.575390,+0.055678,0.575390
0.578341,+0.055678,0.578341
0.581418,+0.055678,0.581418
0.584371,+0.055678,0.584371
0.587622,+0.055678,0.587622
0.590143,+0.055678,0.590143
0.593156,+0.055678,0.593156
0.596300,+0.055678,0.596300
